SiteID,41402,Site Timezone,6,Data Timezone,0,Longitude,90.42064,Latitude,23.803429
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),air temperature at 100m (C)
2017,1,1,0,0,0.88,28.98,18.52
2017,1,1,1,0,1.48,335.1,19.27
2017,1,1,2,0,2.59,331.17,20.76
2017,1,1,3,0,1.6400000000000001,345.77,18.650000000000002
2017,1,1,4,0,1.33,27.32,18.96
2017,1,1,5,0,1.1500000000000001,14.63,20.53
2017,1,1,6,0,2.11,12.8,22.03
2017,1,1,7,0,1.55,12.280000000000001,23.07
2017,1,1,8,0,1.04,23.01,24.13
2017,1,1,9,0,0.81,7.19,24.39
2017,1,1,10,0,0.93,349.23,23.86
2017,1,1,11,0,2.17,293.87,22.54
2017,1,1,12,0,2.16,273.83,21.19
2017,1,1,13,0,1.95,308.25,21.91
2017,1,1,14,0,2.52,312.41,21.91
2017,1,1,15,0,2.24,318.88,22.48
2017,1,1,16,0,3.42,326.3,22.53
2017,1,1,17,0,3.86,353.72,22.400000000000002
2017,1,1,18,0,4.1,359.09000000000003,21.92
2017,1,1,19,0,4.58,355.38,21.3
2017,1,1,20,0,4.26,344.08,20.22
2017,1,1,21,0,4.4,331.24,19.26
2017,1,1,22,0,4.11,329.05,19.150000000000002
2017,1,1,23,0,3.66,346.09000000000003,19.240000000000002
2017,1,2,0,0,3.69,7.5,18.5
2017,1,2,1,0,3.97,4.39,18.88
2017,1,2,2,0,3.08,338.61,18.34
2017,1,2,3,0,1.98,313.34000000000003,17.990000000000002
2017,1,2,4,0,1.54,318.59000000000003,20.36
2017,1,2,5,0,2.34,315.6,22.45
2017,1,2,6,0,1.26,25.38,23.85
2017,1,2,7,0,1.17,65.98,24.3
2017,1,2,8,0,0.9500000000000001,189.27,24.88
2017,1,2,9,0,1.8,241.05,25.2
2017,1,2,10,0,2.4,255.86,24.66
2017,1,2,11,0,1.48,325.95,23.53
2017,1,2,12,0,2.17,312.88,22.59
2017,1,2,13,0,2.9,325.67,22.81
2017,1,2,14,0,1.18,332.43,22.28
2017,1,2,15,0,1.7,324.44,22.43
2017,1,2,16,0,3.5700000000000003,293.59000000000003,22.88
2017,1,2,17,0,2.74,305.46,20.990000000000002
2017,1,2,18,0,3.3000000000000003,336.51,19.69
2017,1,2,19,0,3.5300000000000002,338.59000000000003,20.490000000000002
2017,1,2,20,0,1.67,264.99,19.13
2017,1,2,21,0,1.23,304.08,19.48
2017,1,2,22,0,1.68,13.49,20.02
2017,1,2,23,0,2.63,351.39,18.25
2017,1,3,0,0,3.46,345.77,18.900000000000002
2017,1,3,1,0,1.49,349.31,20.56
2017,1,3,2,0,0.93,30.990000000000002,20.89
2017,1,3,3,0,3.68,300.99,18.93
2017,1,3,4,0,3.12,313.22,20.580000000000002
2017,1,3,5,0,2.47,316.14,21.87
2017,1,3,6,0,2.08,317.58,23.03
2017,1,3,7,0,1.4000000000000001,319.34000000000003,24.07
2017,1,3,8,0,2.19,301.45,24.96
2017,1,3,9,0,2.96,309.16,24.45
2017,1,3,10,0,2.73,311.32,24.35
2017,1,3,11,0,3.95,329.56,22.89
2017,1,3,12,0,3.08,328.97,21.96
2017,1,3,13,0,3.9,311.43,22.94
2017,1,3,14,0,3.3000000000000003,308.83,23.14
2017,1,3,15,0,4.39,318.97,22.740000000000002
2017,1,3,16,0,3.3200000000000003,340.77,22.76
2017,1,3,17,0,4.65,322.98,21.87
2017,1,3,18,0,4.17,315.19,21.5
2017,1,3,19,0,5.13,312.77,19.95
2017,1,3,20,0,3.8000000000000003,350.99,17.66
2017,1,3,21,0,2.41,9.950000000000001,17.900000000000002
2017,1,3,22,0,3.95,10.8,18.93
2017,1,3,23,0,4.36,3.72,19.62
2017,1,4,0,0,3.93,354.46,17.62
2017,1,4,1,0,3.34,359.54,20.26
2017,1,4,2,0,4.92,292.90000000000003,15.88
2017,1,4,3,0,3.4,288.24,17.21
2017,1,4,4,0,3.43,276.69,19.35
2017,1,4,5,0,2.74,282.71,21.69
2017,1,4,6,0,1.3800000000000001,302,23.09
2017,1,4,7,0,1.8800000000000001,300.37,23.57
2017,1,4,8,0,2.34,315.15000000000003,24.21
2017,1,4,9,0,3.81,302.99,24.41
2017,1,4,10,0,3.62,307.74,23.72
2017,1,4,11,0,2.77,293.22,22.8
2017,1,4,12,0,2.93,295.44,22.55
2017,1,4,13,0,4.71,301.32,23.36
2017,1,4,14,0,5.8100000000000005,315.3,22.79
2017,1,4,15,0,4.59,329.04,22.42
2017,1,4,16,0,5.13,336.1,21.6
2017,1,4,17,0,4.51,340.44,20.09
2017,1,4,18,0,8.36,355.59000000000003,20.59
2017,1,4,19,0,8.28,356.91,20.47
2017,1,4,20,0,6.22,6.32,19.75
2017,1,4,21,0,5.46,19.85,19.400000000000002
2017,1,4,22,0,5.12,13.35,19.23
2017,1,4,23,0,5.2700000000000005,352,19.02
2017,1,5,0,0,6.32,352.31,17.150000000000002
2017,1,5,1,0,3.0500000000000003,2.25,16.55
2017,1,5,2,0,3.23,344.6,17.68
2017,1,5,3,0,2.71,342.13,16.45
2017,1,5,4,0,1.78,338.7,16.78
2017,1,5,5,0,2.19,297.07,17.64
2017,1,5,6,0,2.05,300.44,19.01
2017,1,5,7,0,3.19,319.22,20.68
2017,1,5,8,0,3.09,311.71,22.12
2017,1,5,9,0,3.74,298.74,22.38
2017,1,5,10,0,3.23,294.55,22.18
2017,1,5,11,0,2.99,296.86,21.94
2017,1,5,12,0,3.16,315.83,20.47
2017,1,5,13,0,4.48,313.82,21.34
2017,1,5,14,0,6.18,309.42,21.34
2017,1,5,15,0,6.17,320.86,21.04
2017,1,5,16,0,5.3100000000000005,308.13,18.37
2017,1,5,17,0,4.99,305.18,20.41
2017,1,5,18,0,5.62,297.38,19.17
2017,1,5,19,0,5.5200000000000005,315.92,17.76
2017,1,5,20,0,5.09,357.61,19.19
2017,1,5,21,0,5.44,3.08,18.64
2017,1,5,22,0,5.5200000000000005,0.01,17.96
2017,1,5,23,0,5.42,359.25,17.51
2017,1,6,0,0,3.73,345.94,14.92
2017,1,6,1,0,4.6000000000000005,350.13,16.86
2017,1,6,2,0,3.89,337.97,17.740000000000002
2017,1,6,3,0,2.37,339.31,16.25
2017,1,6,4,0,2.35,335.53000000000003,16.9
2017,1,6,5,0,1.74,309.87,18.63
2017,1,6,6,0,3.09,315.46,20.13
2017,1,6,7,0,4.1,311.94,21.73
2017,1,6,8,0,3.13,307.13,22.02
2017,1,6,9,0,3.4,307.95,21.61
2017,1,6,10,0,4.08,298.76,21.36
2017,1,6,11,0,3.66,295.94,20.21
2017,1,6,12,0,2.41,296.63,19.27
2017,1,6,13,0,3.2800000000000002,317.87,19.76
2017,1,6,14,0,4.51,320.15000000000003,20.7
2017,1,6,15,0,5.98,334.26,21.93
2017,1,6,16,0,5.54,344.56,21.26
2017,1,6,17,0,5.96,337.59000000000003,20.03
2017,1,6,18,0,5.26,335.18,17.42
2017,1,6,19,0,5.16,349.27,16.88
2017,1,6,20,0,6.3100000000000005,349.90000000000003,17.580000000000002
2017,1,6,21,0,5.14,2.12,17.47
2017,1,6,22,0,5.73,11.23,17.8
2017,1,6,23,0,6.61,7.99,18.5
2017,1,7,0,0,4.4,3.14,15.67
2017,1,7,1,0,3.34,1.3900000000000001,17.07
2017,1,7,2,0,3.94,353.5,16.6
2017,1,7,3,0,1.42,352.99,14.41
2017,1,7,4,0,0.75,16.45,15.05
2017,1,7,5,0,1.33,315.89,18.01
2017,1,7,6,0,1.87,295.77,20.3
2017,1,7,7,0,1.07,285.41,21.73
2017,1,7,8,0,2.4,315.87,22.42
2017,1,7,9,0,2.96,306.25,23.11
2017,1,7,10,0,3,316.17,23.05
2017,1,7,11,0,3.84,307.42,22.16
2017,1,7,12,0,3.22,307.84000000000003,21.43
2017,1,7,13,0,3.24,293.27,22.080000000000002
2017,1,7,14,0,4.55,292.67,21.77
2017,1,7,15,0,4.5200000000000005,310.56,20.06
2017,1,7,16,0,4.18,335.86,20.26
2017,1,7,17,0,3.49,346.2,19.490000000000002
2017,1,7,18,0,2.07,7.34,19.080000000000002
2017,1,7,19,0,0.96,314.43,18.01
2017,1,7,20,0,3.21,312.57,18.67
2017,1,7,21,0,5.0200000000000005,348.44,18.01
2017,1,7,22,0,4.19,6.72,18.57
2017,1,7,23,0,3.39,27.77,18.68
2017,1,8,0,0,0.49,351.59000000000003,17.36
2017,1,8,1,0,2.33,347.1,19.06
2017,1,8,2,0,3.58,346.79,20.13
2017,1,8,3,0,3.5,1.59,17.34
2017,1,8,4,0,2.56,24.740000000000002,17.8
2017,1,8,5,0,2.09,47.730000000000004,19.38
2017,1,8,6,0,2.4,344.26,22.53
2017,1,8,7,0,3.17,342.41,24.22
2017,1,8,8,0,2.85,317.52,25.400000000000002
2017,1,8,9,0,3.12,316.07,25.240000000000002
2017,1,8,10,0,3.58,311.19,24.47
2017,1,8,11,0,2.99,320.74,23.39
2017,1,8,12,0,1.61,333.27,23.02
2017,1,8,13,0,2.07,341.04,23.3
2017,1,8,14,0,2.79,299.7,22.87
2017,1,8,15,0,3.04,309.96,22.17
2017,1,8,16,0,2.63,348.73,22.650000000000002
2017,1,8,17,0,3.86,19.18,22.6
2017,1,8,18,0,4.76,12.27,21.42
2017,1,8,19,0,4.87,16.35,20.830000000000002
2017,1,8,20,0,4.69,23.76,20.22
2017,1,8,21,0,4.13,26.650000000000002,19.56
2017,1,8,22,0,4.08,46.46,19.07
2017,1,8,23,0,5.07,49.07,19.71
2017,1,9,0,0,3.52,53.160000000000004,18.23
2017,1,9,1,0,2.75,338.01,16.31
2017,1,9,2,0,2.5,23.54,16.82
2017,1,9,3,0,1.18,323.56,18.43
2017,1,9,4,0,2.42,324.01,20.5
2017,1,9,5,0,1.87,11.84,22.580000000000002
2017,1,9,6,0,2.05,358.14,24.01
2017,1,9,7,0,2.15,347.25,24.61
2017,1,9,8,0,2.04,312.55,24.57
2017,1,9,9,0,2.7800000000000002,314.64,24.490000000000002
2017,1,9,10,0,1.6500000000000001,326.24,24.2
2017,1,9,11,0,1.5,343.59000000000003,23.36
2017,1,9,12,0,2.2600000000000002,285.24,22.91
2017,1,9,13,0,1.6600000000000001,299.06,23.42
2017,1,9,14,0,2.38,309.3,23.88
2017,1,9,15,0,1.53,328.55,23.900000000000002
2017,1,9,16,0,0.9500000000000001,12.05,23.82
2017,1,9,17,0,0.79,22.28,23.55
2017,1,9,18,0,1.57,342.65000000000003,23.240000000000002
2017,1,9,19,0,2.5300000000000002,33.75,22.94
2017,1,9,20,0,3.92,23.240000000000002,19.21
2017,1,9,21,0,5.03,24.53,19.62
2017,1,9,22,0,5.36,33.38,19.98
2017,1,9,23,0,5.71,54.95,18.2
2017,1,10,0,0,3.68,36.08,17.55
2017,1,10,1,0,1.52,20.19,20.64
2017,1,10,2,0,3.48,59.85,19.93
2017,1,10,3,0,1.9000000000000001,30.7,19.78
2017,1,10,4,0,1,7.74,20.56
2017,1,10,5,0,1.51,340.52,21.51
2017,1,10,6,0,1.46,7.53,23.29
2017,1,10,7,0,2.21,342.21,23.72
2017,1,10,8,0,3.0500000000000003,309.54,23.14
2017,1,10,9,0,3.44,318.98,22.12
2017,1,10,10,0,2.54,324.19,21.5
2017,1,10,11,0,2.42,304.63,20.35
2017,1,10,12,0,1.8800000000000001,303.08,19.580000000000002
2017,1,10,13,0,2.82,306.32,19.650000000000002
2017,1,10,14,0,3.96,313.68,19.79
2017,1,10,15,0,3.31,359.23,19.06
2017,1,10,16,0,4.0600000000000005,6.46,19.240000000000002
2017,1,10,17,0,5.61,358.62,18.29
2017,1,10,18,0,4.0600000000000005,4.53,18.5
2017,1,10,19,0,3.8000000000000003,346.95,18.46
2017,1,10,20,0,3.21,340.66,18.650000000000002
2017,1,10,21,0,4.66,338.29,18.36
2017,1,10,22,0,4.39,345.69,17.17
2017,1,10,23,0,4.55,0.1,17.02
2017,1,11,0,0,2.17,343.34000000000003,16.57
2017,1,11,1,0,0.25,208.6,14.32
2017,1,11,2,0,2.08,332.53000000000003,15.1
2017,1,11,3,0,2.71,333.79,16.43
2017,1,11,4,0,2.57,332.24,18.330000000000002
2017,1,11,5,0,2.73,329.45,19.830000000000002
2017,1,11,6,0,2.04,353.19,21.09
2017,1,11,7,0,1.58,328.96,22.18
2017,1,11,8,0,2.0300000000000002,316.03000000000003,22.82
2017,1,11,9,0,2.5100000000000002,305.16,23.02
2017,1,11,10,0,3.11,311.33,22.84
2017,1,11,11,0,2.9,317.29,21.95
2017,1,11,12,0,2.87,326.74,20.64
2017,1,11,13,0,3.45,322.16,21.03
2017,1,11,14,0,3.49,321.46,20.900000000000002
2017,1,11,15,0,4.1,331.08,21.45
2017,1,11,16,0,6.43,339.03000000000003,21.44
2017,1,11,17,0,6.79,353.09000000000003,19.72
2017,1,11,18,0,8.03,351.44,19.73
2017,1,11,19,0,7.16,351.36,19.59
2017,1,11,20,0,6.91,2.79,18.150000000000002
2017,1,11,21,0,5.12,350.32,16.740000000000002
2017,1,11,22,0,5.45,4.5600000000000005,16.490000000000002
2017,1,11,23,0,5.14,9.94,16.45
2017,1,12,0,0,6.95,18.55,16.240000000000002
2017,1,12,1,0,5.2700000000000005,27.7,17.18
2017,1,12,2,0,3.92,31.59,17.95
2017,1,12,3,0,2.18,18.41,16.87
2017,1,12,4,0,1.77,17.52,18.63
2017,1,12,5,0,1.81,27.6,20.35
2017,1,12,6,0,2.7600000000000002,16.6,21.8
2017,1,12,7,0,1.3900000000000001,17.62,22.84
2017,1,12,8,0,2.2600000000000002,178.46,20.27
2017,1,12,9,0,3.73,59.52,22.17
2017,1,12,10,0,5.54,37.92,22.27
2017,1,12,11,0,4.72,331.81,22.62
2017,1,12,12,0,5.37,343.05,21.38
2017,1,12,13,0,4.29,340.89,21.52
2017,1,12,14,0,3.99,306.89,21.04
2017,1,12,15,0,3.94,315.59000000000003,20.52
2017,1,12,16,0,4.68,304.73,20.400000000000002
2017,1,12,17,0,6.05,325.79,18.71
2017,1,12,18,0,5.48,345.32,18.44
2017,1,12,19,0,5.14,346.98,17.31
2017,1,12,20,0,4.71,348.71,16.75
2017,1,12,21,0,6.41,352.73,16.4
2017,1,12,22,0,6.78,348.32,16.44
2017,1,12,23,0,6.48,357.42,14.82
2017,1,13,0,0,6.44,9.620000000000001,14.14
2017,1,13,1,0,6.97,19.84,14.71
2017,1,13,2,0,3.7800000000000002,358.83,14.01
2017,1,13,3,0,2.58,343.09000000000003,15.43
2017,1,13,4,0,2.31,349.96,16.85
2017,1,13,5,0,2.44,335.07,18.61
2017,1,13,6,0,2.42,323.36,19.86
2017,1,13,7,0,3.33,297.52,20.81
2017,1,13,8,0,5.74,295.11,22.740000000000002
2017,1,13,9,0,7.0600000000000005,304.5,22.17
2017,1,13,10,0,5.37,304.58,21.97
2017,1,13,11,0,4.62,303.31,20.03
2017,1,13,12,0,3.11,328.02,18.68
2017,1,13,13,0,4.15,320.7,19.990000000000002
2017,1,13,14,0,4.57,315.03000000000003,19.09
2017,1,13,15,0,6.37,300.55,18.240000000000002
2017,1,13,16,0,7.46,319.92,17.92
2017,1,13,17,0,6.73,323.73,16.43
2017,1,13,18,0,6.87,327.61,16.05
2017,1,13,19,0,8.56,325.40000000000003,15.83
2017,1,13,20,0,6.12,320.01,12.92
2017,1,13,21,0,5.57,334.33,13.52
2017,1,13,22,0,6.86,343.44,14.290000000000001
2017,1,13,23,0,5.8,351.89,13.280000000000001
2017,1,14,0,0,6.47,358.6,12.17
2017,1,14,1,0,5.08,356.33,13.870000000000001
2017,1,14,2,0,4.4,349.28000000000003,12.44
2017,1,14,3,0,2.73,354.66,13.4
2017,1,14,4,0,3.31,338.77,15.55
2017,1,14,5,0,2.67,326.36,17.61
2017,1,14,6,0,3.65,333.87,19.28
2017,1,14,7,0,3.4,286.65000000000003,20.04
2017,1,14,8,0,5.11,298.58,20.95
2017,1,14,9,0,3.66,322.38,21.68
2017,1,14,10,0,2.72,292.78000000000003,22.16
2017,1,14,11,0,4.09,290.61,21.31
2017,1,14,12,0,5.5600000000000005,298.5,19.400000000000002
2017,1,14,13,0,4.41,288.63,18.98
2017,1,14,14,0,5.84,331.31,18.2
2017,1,14,15,0,4.95,330.45,18.72
2017,1,14,16,0,4.44,328.6,17.900000000000002
2017,1,14,17,0,5.34,336.89,17.330000000000002
2017,1,14,18,0,7.22,328.67,17
2017,1,14,19,0,7.59,340.33,16.990000000000002
2017,1,14,20,0,8.05,328.6,15.4
2017,1,14,21,0,7.95,342.77,15.620000000000001
2017,1,14,22,0,8.09,348.46,15.4
2017,1,14,23,0,6,2.69,14.43
2017,1,15,0,0,4.3,12.6,12.48
2017,1,15,1,0,2.66,344.93,14.200000000000001
2017,1,15,2,0,4.34,343.34000000000003,15.65
2017,1,15,3,0,1.99,313.75,14.4
2017,1,15,4,0,1.85,309.79,16.31
2017,1,15,5,0,1.58,317.82,18.04
2017,1,15,6,0,1.45,323.88,20.11
2017,1,15,7,0,1.76,288.35,21.87
2017,1,15,8,0,3.9,294.86,22.85
2017,1,15,9,0,4.05,285.63,22.87
2017,1,15,10,0,3.62,302.78000000000003,22.41
2017,1,15,11,0,3.41,305.74,21.81
2017,1,15,12,0,3.5700000000000003,294.31,20.580000000000002
2017,1,15,13,0,4.33,322.42,21.3
2017,1,15,14,0,5.07,287.08,20.650000000000002
2017,1,15,15,0,7.5,302.22,19.43
2017,1,15,16,0,7.43,310.8,18.72
2017,1,15,17,0,7.5200000000000005,315.85,18.41
2017,1,15,18,0,7.1000000000000005,323.35,17.76
2017,1,15,19,0,7.62,328.25,17.76
2017,1,15,20,0,8.42,330.48,17.28
2017,1,15,21,0,7.48,345.91,16.86
2017,1,15,22,0,6.95,354.74,16.82
2017,1,15,23,0,4.6000000000000005,359.13,15.64
2017,1,16,0,0,4.7,17.2,15.55
2017,1,16,1,0,3.65,356.14,16.02
2017,1,16,2,0,3.72,0.84,14.370000000000001
2017,1,16,3,0,1.36,344.98,15.32
2017,1,16,4,0,3.81,338.47,17.09
2017,1,16,5,0,1.55,346.28000000000003,19.03
2017,1,16,6,0,2.32,317.58,20.51
2017,1,16,7,0,3.25,303.16,21.13
2017,1,16,8,0,3.3200000000000003,308.08,21.8
2017,1,16,9,0,2.92,319.08,22.42
2017,1,16,10,0,2.74,313.47,22.26
2017,1,16,11,0,3.25,302,21.73
2017,1,16,12,0,4.32,307.39,21.39
2017,1,16,13,0,2,291.28000000000003,21.27
2017,1,16,14,0,1.92,266.82,21.29
2017,1,16,15,0,1.19,242.61,20.48
2017,1,16,16,0,2.15,246.37,19.94
2017,1,16,17,0,2.89,249.95000000000002,19.900000000000002
2017,1,16,18,0,3.36,262.81,19.29
2017,1,16,19,0,3.18,292.84000000000003,18.92
2017,1,16,20,0,5.21,292.75,17.6
2017,1,16,21,0,4.8500000000000005,330.83,16.240000000000002
2017,1,16,22,0,4.2,349.29,15.81
2017,1,16,23,0,3.38,13.540000000000001,15.27
2017,1,17,0,0,1.71,67.96000000000001,16.09
2017,1,17,1,0,3.0500000000000003,29,17.86
2017,1,17,2,0,2.46,350.16,18.25
2017,1,17,3,0,1.54,17.27,17.07
2017,1,17,4,0,0.21,335.43,18.35
2017,1,17,5,0,0.91,281.62,19.490000000000002
2017,1,17,6,0,1.49,304.94,20.86
2017,1,17,7,0,1.22,279.26,21.82
2017,1,17,8,0,2.86,297.27,22.69
2017,1,17,9,0,3.77,308.1,23.57
2017,1,17,10,0,3.5300000000000002,310.08,24.36
2017,1,17,11,0,2.31,302.05,22.7
2017,1,17,12,0,2.34,291.58,22.25
2017,1,17,13,0,4.09,328.64,22.45
2017,1,17,14,0,7.49,316.84000000000003,21.88
2017,1,17,15,0,6.49,317.6,21.96
2017,1,17,16,0,5.78,335.02,21.62
2017,1,17,17,0,4.98,333.85,21.66
2017,1,17,18,0,5.01,334.56,21.38
2017,1,17,19,0,4.4,343.48,21.34
2017,1,17,20,0,4.8,349.04,20.04
2017,1,17,21,0,5.51,26.330000000000002,16.19
2017,1,17,22,0,4.21,36.410000000000004,16.35
2017,1,17,23,0,4.53,36.79,16.85
2017,1,18,0,0,4.25,57.96,17.97
2017,1,18,1,0,4.28,1.48,18.7
2017,1,18,2,0,2.02,29.48,15.14
2017,1,18,3,0,1.75,17.79,16.5
2017,1,18,4,0,2.4,35.230000000000004,18.32
2017,1,18,5,0,2.46,6.390000000000001,19.92
2017,1,18,6,0,2.64,12.84,21.47
2017,1,18,7,0,2.16,18.54,22.7
2017,1,18,8,0,3.2800000000000002,312.54,23.91
2017,1,18,9,0,2.31,317.1,24.400000000000002
2017,1,18,10,0,0.92,340.5,24.47
2017,1,18,11,0,1.97,323.18,24.01
2017,1,18,12,0,3.85,300.88,21.89
2017,1,18,13,0,4.11,308,22.67
2017,1,18,14,0,4.8,311.34000000000003,21.61
2017,1,18,15,0,5.58,339.15000000000003,20.97
2017,1,18,16,0,7.11,353.23,21.25
2017,1,18,17,0,7.86,350.40000000000003,21.42
2017,1,18,18,0,8.61,345.94,20.94
2017,1,18,19,0,9.11,344.81,20.72
2017,1,18,20,0,4.18,349.41,17.41
2017,1,18,21,0,4.74,354.18,17.07
2017,1,18,22,0,6.2700000000000005,8.41,17.64
2017,1,18,23,0,5.5600000000000005,29.57,18.04
2017,1,19,0,0,4.92,45.660000000000004,17.43
2017,1,19,1,0,3.0700000000000003,1.62,18.25
2017,1,19,2,0,3.5500000000000003,354.39,17.09
2017,1,19,3,0,2.61,334.39,16.78
2017,1,19,4,0,3.3000000000000003,322.15000000000003,18.41
2017,1,19,5,0,3.27,344.87,20.18
2017,1,19,6,0,2.54,349.97,22.37
2017,1,19,7,0,3.09,314.83,23.93
2017,1,19,8,0,3.15,314.04,24.53
2017,1,19,9,0,2.66,323.73,25.12
2017,1,19,10,0,2.3000000000000003,299.78000000000003,25.35
2017,1,19,11,0,3.37,296.29,24.2
2017,1,19,12,0,4.48,289.83,22.89
2017,1,19,13,0,5.1000000000000005,297.3,23.5
2017,1,19,14,0,5.32,296.22,22.86
2017,1,19,15,0,6.54,303.03000000000003,21.45
2017,1,19,16,0,8.36,313.95,21.67
2017,1,19,17,0,6.8100000000000005,329.62,20.86
2017,1,19,18,0,6.13,327.89,20.06
2017,1,19,19,0,6.86,342.21,20.2
2017,1,19,20,0,6.13,341.97,18.95
2017,1,19,21,0,5.59,355.21,18.46
2017,1,19,22,0,6.93,359.59000000000003,18.48
2017,1,19,23,0,6.12,3.81,18.04
2017,1,20,0,0,4.88,13.98,18.25
2017,1,20,1,0,3.0300000000000002,349.49,19.01
2017,1,20,2,0,3.5700000000000003,331.48,16.18
2017,1,20,3,0,0.37,297.96,17.26
2017,1,20,4,0,2.2800000000000002,5.9,18.75
2017,1,20,5,0,2.4,350.68,20.46
2017,1,20,6,0,2.43,356.13,21.6
2017,1,20,7,0,2.24,4.49,22.5
2017,1,20,8,0,2.77,297.41,23.57
2017,1,20,9,0,3.34,311.43,24.54
2017,1,20,10,0,2.61,302.19,24.3
2017,1,20,11,0,3.85,291.56,23.88
2017,1,20,12,0,2.75,288.09000000000003,23.06
2017,1,20,13,0,3.5700000000000003,299.98,23.97
2017,1,20,14,0,4.5200000000000005,307.78000000000003,24.080000000000002
2017,1,20,15,0,4.13,295.09000000000003,23.900000000000002
2017,1,20,16,0,5.17,302.17,22.76
2017,1,20,17,0,5.54,307.12,22.26
2017,1,20,18,0,4.96,318.28000000000003,20.1
2017,1,20,19,0,4.65,323.02,19.39
2017,1,20,20,0,5.14,331.97,18.04
2017,1,20,21,0,5.45,11.41,17.830000000000002
2017,1,20,22,0,5.15,30.990000000000002,18.11
2017,1,20,23,0,4.9,21.240000000000002,18.76
2017,1,21,0,0,4.64,26.32,18.61
2017,1,21,1,0,2.3000000000000003,324.33,19.37
2017,1,21,2,0,1.83,358.33,20.32
2017,1,21,3,0,1.57,342.83,16.91
2017,1,21,4,0,2.27,342.63,18.93
2017,1,21,5,0,2.0100000000000002,338.25,20.55
2017,1,21,6,0,1.36,348.23,22.44
2017,1,21,7,0,1.6600000000000001,351.76,23.36
2017,1,21,8,0,2.97,297.43,24.310000000000002
2017,1,21,9,0,2.97,318.29,24.16
2017,1,21,10,0,2.34,326.07,23.12
2017,1,21,11,0,1.76,320.74,22.64
2017,1,21,12,0,2.75,317.06,21.96
2017,1,21,13,0,3.19,323.99,22.490000000000002
2017,1,21,14,0,4.67,309.22,22.91
2017,1,21,15,0,4.38,303.82,22.01
2017,1,21,16,0,3.86,319.98,21.47
2017,1,21,17,0,5.84,320.92,20.92
2017,1,21,18,0,6.7,317.19,20.79
2017,1,21,19,0,6.9,320.94,20.57
2017,1,21,20,0,6.22,319.65000000000003,19.34
2017,1,21,21,0,6.890000000000001,329.88,18.830000000000002
2017,1,21,22,0,6.390000000000001,334.99,19.3
2017,1,21,23,0,6.7,344.26,18.1
2017,1,22,0,0,5.89,350.78000000000003,17.400000000000002
2017,1,22,1,0,4.66,347.72,18.71
2017,1,22,2,0,5.83,355.19,17.79
2017,1,22,3,0,2.7600000000000002,356.01,17.43
2017,1,22,4,0,2.81,16.39,19.64
2017,1,22,5,0,2.49,26.71,21.66
2017,1,22,6,0,1.54,337.08,24.02
2017,1,22,7,0,3.02,315.22,25.28
2017,1,22,8,0,3.27,310.44,26.28
2017,1,22,9,0,3.0100000000000002,314.94,26.22
2017,1,22,10,0,3.2800000000000002,311.68,25.19
2017,1,22,11,0,3.92,302.1,24.150000000000002
2017,1,22,12,0,3.5,298.02,22.740000000000002
2017,1,22,13,0,3.93,300.12,23.45
2017,1,22,14,0,5.15,313.3,22.92
2017,1,22,15,0,5.25,319.57,23.2
2017,1,22,16,0,3.88,303.64,22.42
2017,1,22,17,0,6.29,296.61,21.63
2017,1,22,18,0,7.640000000000001,298.71,20.38
2017,1,22,19,0,8.32,314.38,21.04
2017,1,22,20,0,7.73,320.71,20.6
2017,1,22,21,0,7.3,334.96,20.47
2017,1,22,22,0,8.120000000000001,344.84000000000003,19.61
2017,1,22,23,0,7.59,342.02,18.990000000000002
2017,1,23,0,0,6.0200000000000005,334.90000000000003,17.73
2017,1,23,1,0,4.61,324.84000000000003,18.22
2017,1,23,2,0,3.45,316.08,17.2
2017,1,23,3,0,2.19,303.89,17.22
2017,1,23,4,0,1.4000000000000001,294.79,19.13
2017,1,23,5,0,1.6500000000000001,353.74,21.19
2017,1,23,6,0,2.74,326.84000000000003,22.93
2017,1,23,7,0,1.33,352.58,23.91
2017,1,23,8,0,3.45,290.59000000000003,24.490000000000002
2017,1,23,9,0,2.44,302.23,25.060000000000002
2017,1,23,10,0,2.38,314.89,24.87
2017,1,23,11,0,3,304.76,22.97
2017,1,23,12,0,4.08,308.92,22.12
2017,1,23,13,0,4.99,307.53000000000003,22.84
2017,1,23,14,0,5.99,308.69,22.16
2017,1,23,15,0,4.89,319.76,21.36
2017,1,23,16,0,5.24,325.41,22.16
2017,1,23,17,0,3.45,318.88,21.28
2017,1,23,18,0,4.14,329.47,20.68
2017,1,23,19,0,4.0200000000000005,330.75,20.11
2017,1,23,20,0,5.54,325.52,19.490000000000002
2017,1,23,21,0,6.2700000000000005,327.96,18.97
2017,1,23,22,0,5.15,337.7,19.51
2017,1,23,23,0,4.95,340.2,18.51
2017,1,24,0,0,1.26,23.490000000000002,18.150000000000002
2017,1,24,1,0,1.95,316.43,21.53
2017,1,24,2,0,3.13,216.13,21.66
2017,1,24,3,0,1.6300000000000001,16.29,17.830000000000002
2017,1,24,4,0,1.19,345.77,19.61
2017,1,24,5,0,1.6,18.57,21.53
2017,1,24,6,0,2.45,18.21,23.8
2017,1,24,7,0,1.94,338.52,24.45
2017,1,24,8,0,2.46,302.52,25.42
