year,month,day,hour,windspeed_100m,winddir_100m,temp_100m,wpd,season,datetime,winddir_bin,power_kw
2017,2,12,22,7.62,51.45,22.12,271.00107090000006,Winter,2017-02-12 22:00:00,30,950
2017,2,12,23,7.46,53.92,22.15,254.28607330000003,Winter,2017-02-12 23:00:00,30,600
2017,2,13,0,6.5,70.21000000000001,21.3,168.20781250000002,Winter,2017-02-13 00:00:00,60,350
2017,2,13,1,5.5600000000000005,45.75,22.64,105.27626480000004,Winter,2017-02-13 01:00:00,30,350
2017,2,13,2,5.83,62.03,22.46,121.37011328750002,Winter,2017-02-13 02:00:00,60,350
2017,2,13,3,2.95,77.71000000000001,21.67,15.724329687500004,Winter,2017-02-13 03:00:00,60,0
2017,2,13,4,0.87,54.35,23.27,0.4033330875,Winter,2017-02-13 04:00:00,30,0
2017,2,13,5,1.32,31.3,24.72,1.4087304000000003,Winter,2017-02-13 05:00:00,30,0
2017,2,13,6,1.33,38.9,25.47,1.4409901625000003,Winter,2017-02-13 06:00:00,30,0
2017,2,13,7,1.56,324.52,26.42,2.3253048000000005,Winter,2017-02-13 07:00:00,300,0
2017,2,13,8,3.1,321.67,26.72,18.246987500000003,Winter,2017-02-13 08:00:00,300,0
2017,2,13,9,2.74,316.92,27.33,12.599629700000005,Winter,2017-02-13 09:00:00,300,0
2017,2,13,10,2.63,319.6,26.78,11.142261287499998,Winter,2017-02-13 10:00:00,300,0
2017,2,13,11,1.49,326.04,25.54,2.0261187625,Winter,2017-02-13 11:00:00,300,0
2017,2,13,12,1.96,288.29,25.01,4.6118407999999995,Winter,2017-02-13 12:00:00,270,0
2017,2,13,13,2.05,292.21,26.72,5.276764062499999,Winter,2017-02-13 13:00:00,270,0
2017,2,13,14,1.62,333.2,27.0,2.6040609000000003,Winter,2017-02-13 14:00:00,330,0
2017,2,13,15,1.63,351.88,27.01,2.6525825374999994,Winter,2017-02-13 15:00:00,330,0
2017,2,13,16,0.68,339.36,26.9,0.19258960000000006,Winter,2017-02-13 16:00:00,330,0
2017,2,13,17,1.33,203.64,26.58,1.4409901625000003,Winter,2017-02-13 17:00:00,180,0
2017,2,13,18,1.3,194.7,26.24,1.3456625000000002,Winter,2017-02-13 18:00:00,180,0
2017,2,13,19,2.19,193.9,25.42,6.4333686375,Winter,2017-02-13 19:00:00,180,0
2017,2,13,20,2.21,308.07,22.19,6.611239862500001,Winter,2017-02-13 20:00:00,300,0
2017,2,13,21,2.43,24.47,21.55,8.788705537500002,Winter,2017-02-13 21:00:00,0,0
2017,2,13,22,4.73,40.75,22.07,64.81708791250003,Winter,2017-02-13 22:00:00,30,180
2017,2,13,23,3.79,62.58,22.09,33.3444626375,Winter,2017-02-13 23:00:00,60,80
2017,2,14,0,4.3500000000000005,85.44,21.51,50.416635937500025,Winter,2017-02-14 00:00:00,60,80
2017,2,14,1,4.45,80.01,21.43,53.97418906250001,Winter,2017-02-14 01:00:00,60,80
2017,2,14,2,3.98,57.53,20.7,38.614935100000004,Winter,2017-02-14 02:00:00,30,80
2017,2,14,3,1.56,115.65,21.7,2.3253048000000005,Winter,2017-02-14 03:00:00,90,0
2017,2,14,4,1.5,95.76,23.84,2.0671875,Winter,2017-02-14 04:00:00,90,0
2017,2,14,5,0.8200000000000001,80.97,24.92,0.3377129000000001,Winter,2017-02-14 05:00:00,60,0
2017,2,14,6,1.82,131.94,25.94,3.6924979000000007,Winter,2017-02-14 06:00:00,120,0
2017,2,14,7,1.35,151.39,26.85,1.5069796875000003,Winter,2017-02-14 07:00:00,150,0
2017,2,14,8,1.88,210.96,27.18,4.069861599999999,Winter,2017-02-14 08:00:00,210,0
2017,2,14,9,1.87,205.17,27.83,4.005261837500001,Winter,2017-02-14 09:00:00,180,0
2017,2,14,10,0.74,261.37,27.8,0.2481997,Winter,2017-02-14 10:00:00,240,0
2017,2,14,11,1.68,196.26,26.43,2.9042495999999995,Winter,2017-02-14 11:00:00,180,0
2017,2,14,12,2.39,289.97,25.18,8.3618003875,Winter,2017-02-14 12:00:00,270,0
2017,2,14,13,1.41,258.88,26.07,1.7169728625,Winter,2017-02-14 13:00:00,240,0
2017,2,14,14,2.05,293.2,25.94,5.276764062499999,Winter,2017-02-14 14:00:00,270,0
2017,2,14,15,2.18,277.34000000000003,26.49,6.345642100000002,Winter,2017-02-14 15:00:00,270,0
2017,2,14,16,4.36,311.46,24.06,50.765136800000015,Winter,2017-02-14 16:00:00,300,80
2017,2,14,17,3.0,313.03000000000003,24.13,16.5375,Winter,2017-02-14 17:00:00,300,0
2017,2,14,18,4.22,7.48,22.3,46.0302619,Winter,2017-02-14 18:00:00,0,80
2017,2,14,19,3.33,19.05,23.11,22.6171976625,Winter,2017-02-14 19:00:00,0,0
2017,2,14,20,3.47,26.58,22.73,25.591427837500007,Winter,2017-02-14 20:00:00,0,0
2017,2,14,21,5.72,36.72,21.52,114.62891439999999,Winter,2017-02-14 21:00:00,30,350
2017,2,14,22,6.28,50.92,21.68,151.69980560000002,Winter,2017-02-14 22:00:00,30,350
2017,2,14,23,6.96,57.75,21.8,206.5065408,Winter,2017-02-14 23:00:00,30,600
2017,2,15,0,7.66,54.31,19.77,275.2912463,Winter,2017-02-15 00:00:00,30,950
2017,2,15,1,6.51,48.43,22.65,168.98535123749997,Winter,2017-02-15 01:00:00,30,600
2017,2,15,2,4.51,31.64,21.81,56.18698373749999,Winter,2017-02-15 02:00:00,30,180
2017,2,15,3,2.49,20.02,21.95,9.455927512500004,Winter,2017-02-15 03:00:00,0,0
2017,2,15,4,1.82,8.83,23.31,3.6924979000000007,Winter,2017-02-15 04:00:00,0,0
2017,2,15,5,1.95,27.0,24.78,4.5416109375,Winter,2017-02-15 05:00:00,0,0
2017,2,15,6,2.11,329.63,26.24,5.7537827375,Winter,2017-02-15 06:00:00,300,0
2017,2,15,7,2.89,290.84000000000003,26.8,14.784261012500004,Winter,2017-02-15 07:00:00,270,0
2017,2,15,8,3.47,314.82,27.11,25.591427837500007,Winter,2017-02-15 08:00:00,300,0
2017,2,15,9,2.93,310.25,27.88,15.406676162500002,Winter,2017-02-15 09:00:00,300,0
2017,2,15,10,2.92,307.74,27.14,15.2494664,Winter,2017-02-15 10:00:00,300,0
2017,2,15,11,3.42,299.48,26.06,24.5010339,Winter,2017-02-15 11:00:00,270,0
2017,2,15,12,2.61,297.44,25.01,10.889993362499998,Winter,2017-02-15 12:00:00,270,0
2017,2,15,13,2.41,310.41,25.42,8.573481612500002,Winter,2017-02-15 13:00:00,300,0
2017,2,15,14,4.82,331.47,25.81,68.58785290000002,Winter,2017-02-15 14:00:00,330,180
2017,2,15,15,3.77,293.8,24.01,32.8193627125,Winter,2017-02-15 15:00:00,270,80
2017,2,15,16,5.04,288.24,25.01,78.41473920000001,Winter,2017-02-15 16:00:00,270,180
2017,2,15,17,6.17,288.1,24.7,143.8671317125,Winter,2017-02-15 17:00:00,270,350
2017,2,15,18,5.38,289.57,23.94,95.3790341,Winter,2017-02-15 18:00:00,270,180
2017,2,15,19,6.11,306.04,22.59,139.71071773750003,Winter,2017-02-15 19:00:00,300,350
2017,2,15,20,5.99,320.03000000000003,21.49,131.63960188750002,Winter,2017-02-15 20:00:00,300,350
2017,2,15,21,6.0,350.58,21.05,132.3,Winter,2017-02-15 21:00:00,330,350
2017,2,15,22,4.96,22.74,23.15,74.7396608,Winter,2017-02-15 22:00:00,0,180
2017,2,15,23,3.62,37.08,21.97,29.055730900000007,Winter,2017-02-15 23:00:00,30,80
2017,2,16,0,3.44,48.65,20.73,24.9333952,Winter,2017-02-16 00:00:00,30,0
2017,2,16,1,1.75,89.92,22.44,3.2826171875,Winter,2017-02-16 01:00:00,60,0
2017,2,16,2,3.91,290.04,22.1,36.61308848750001,Winter,2017-02-16 02:00:00,270,80
2017,2,16,3,5.0600000000000005,291.08,20.35,79.35195730000002,Winter,2017-02-16 03:00:00,270,180
2017,2,16,4,2.6,284.02,23.21,10.765300000000002,Winter,2017-02-16 04:00:00,270,0
2017,2,16,5,1.51,296.76,24.63,2.1088074875,Winter,2017-02-16 05:00:00,270,0
2017,2,16,6,1.12,324.63,26.08,0.8605184000000003,Winter,2017-02-16 06:00:00,300,0
2017,2,16,7,3.26,301.36,26.6,21.220660299999995,Winter,2017-02-16 07:00:00,300,0
2017,2,16,8,3.35,309.97,27.07,23.027167187500005,Winter,2017-02-16 08:00:00,300,0
2017,2,16,9,2.1,298.13,27.34,5.672362500000001,Winter,2017-02-16 09:00:00,270,0
2017,2,16,10,3.06,308.57,27.15,17.5497273,Winter,2017-02-16 10:00:00,300,0
2017,2,16,11,2.11,306.52,26.08,5.7537827375,Winter,2017-02-16 11:00:00,300,0
2017,2,16,12,1.37,295.90000000000003,24.87,1.5749537125000006,Winter,2017-02-16 12:00:00,270,0
2017,2,16,13,3.17,8.11,25.49,19.5111954625,Winter,2017-02-16 13:00:00,0,0
2017,2,16,14,2.67,10.09,25.89,11.6584248375,Winter,2017-02-16 14:00:00,0,0
2017,2,16,15,2.76,349.13,25.98,12.877552799999998,Winter,2017-02-16 15:00:00,330,0
2017,2,16,16,2.73,314.79,24.11,12.4621804125,Winter,2017-02-16 16:00:00,300,0
2017,2,16,17,3.5700000000000003,326.12,25.07,27.868316962500007,Winter,2017-02-16 17:00:00,300,80
2017,2,16,18,3.25,348.53000000000003,25.11,21.025976562500002,Winter,2017-02-16 18:00:00,330,0
2017,2,16,19,2.91,359.24,24.92,15.093329737500005,Winter,2017-02-16 19:00:00,330,0
2017,2,16,20,3.27,351.33,23.26,21.4165420875,Winter,2017-02-16 20:00:00,330,0
2017,2,16,21,3.71,13.72,23.21,31.277196737500002,Winter,2017-02-16 21:00:00,0,80
2017,2,16,22,0.89,53.08,19.39,0.4317935125000001,Winter,2017-02-16 22:00:00,30,0
2017,2,16,23,1.49,228.63,18.26,2.0261187625,Winter,2017-02-16 23:00:00,210,0
2017,2,17,0,1.69,80.93,20.41,2.9564205125000003,Winter,2017-02-17 00:00:00,60,0
2017,2,17,1,1.51,63.99,20.5,2.1088074875,Winter,2017-02-17 01:00:00,60,0
2017,2,17,2,2.83,263.41,18.03,13.882427037500003,Winter,2017-02-17 02:00:00,240,0
2017,2,17,3,2.42,283.28000000000003,20.45,8.6806489,Winter,2017-02-17 03:00:00,270,0
2017,2,17,4,1.55,312.92,22.74,2.2808734375000004,Winter,2017-02-17 04:00:00,300,0
2017,2,17,5,0.6900000000000001,18.23,24.94,0.20121176250000009,Winter,2017-02-17 05:00:00,0,0
2017,2,17,6,1.48,4.5200000000000005,26.45,1.9855976,Winter,2017-02-17 06:00:00,0,0
2017,2,17,7,1.93,344.52,27.23,4.4032974125,Winter,2017-02-17 07:00:00,330,0
2017,2,17,8,1.61,325.85,27.85,2.556134612500001,Winter,2017-02-17 08:00:00,300,0
2017,2,17,9,0.81,72.48,27.75,0.32550761250000004,Winter,2017-02-17 09:00:00,60,0
2017,2,17,10,2.23,306.25,27.09,6.792359787500001,Winter,2017-02-17 10:00:00,300,0
2017,2,17,11,2.2,316.05,26.67,6.521900000000002,Winter,2017-02-17 11:00:00,300,0
2017,2,17,12,1.65,309.73,26.34,2.7514265625,Winter,2017-02-17 12:00:00,300,0
2017,2,17,13,2.04,258.26,26.83,5.199919200000001,Winter,2017-02-17 13:00:00,240,0
2017,2,17,14,2.17,262.53000000000003,27.59,6.258716712499999,Winter,2017-02-17 14:00:00,240,0
2017,2,17,15,2.6,280.19,27.43,10.765300000000002,Winter,2017-02-17 15:00:00,270,0
2017,2,17,16,2.84,286.44,26.9,14.030111199999999,Winter,2017-02-17 16:00:00,270,0
2017,2,17,17,4.49,303.72,24.27,55.442795012500014,Winter,2017-02-17 17:00:00,300,80
2017,2,17,18,4.44,286.94,25.04,53.611135200000014,Winter,2017-02-17 18:00:00,270,80
2017,2,17,19,3.61,313.41,24.84,28.8156021125,Winter,2017-02-17 19:00:00,300,80
2017,2,17,20,3.78,6.49,22.01,33.081218099999994,Winter,2017-02-17 20:00:00,0,80
2017,2,17,21,4.79,20.66,22.52,67.31512138750001,Winter,2017-02-17 21:00:00,0,180
2017,2,17,22,5.55,26.57,22.89,104.7092484375,Winter,2017-02-17 22:00:00,0,350
2017,2,17,23,4.5600000000000005,42.54,22.16,58.07652480000002,Winter,2017-02-17 23:00:00,30,180
2017,2,18,0,2.02,70.21000000000001,20.71,5.048474900000001,Winter,2017-02-18 00:00:00,60,0
2017,2,18,1,1.54,76.7,20.15,2.2370117000000005,Winter,2017-02-18 01:00:00,60,0
2017,2,18,2,3.21,284.91,17.85,20.259148612500002,Winter,2017-02-18 02:00:00,270,0
2017,2,18,3,2.49,278.24,20.53,9.455927512500004,Winter,2017-02-18 03:00:00,270,0
2017,2,18,4,0.96,295.62,23.08,0.5419008,Winter,2017-02-18 04:00:00,270,0
2017,2,18,5,0.78,285.31,25.12,0.29066310000000006,Winter,2017-02-18 05:00:00,270,0
2017,2,18,6,0.4,280.18,26.51,0.03920000000000001,Winter,2017-02-18 06:00:00,270,0
2017,2,18,7,0.72,357.22,27.68,0.2286144,Winter,2017-02-18 07:00:00,330,0
2017,2,18,8,2.2,329.40000000000003,28.17,6.521900000000002,Winter,2017-02-18 08:00:00,300,0
2017,2,18,9,2.12,300.41,28.24,5.835978400000001,Winter,2017-02-18 09:00:00,300,0
2017,2,18,10,2.59,290.28000000000003,27.85,10.6415621375,Winter,2017-02-18 10:00:00,270,0
2017,2,18,11,2.5,287.79,26.96,9.5703125,Winter,2017-02-18 11:00:00,270,0
2017,2,18,12,1.68,287.51,26.13,2.9042495999999995,Winter,2017-02-18 12:00:00,270,0
2017,2,18,13,2.36,314.22,27.65,8.0508568,Winter,2017-02-18 13:00:00,300,0
2017,2,18,14,1.85,285.96,28.0,3.8781203125000006,Winter,2017-02-18 14:00:00,270,0
2017,2,18,15,1.19,291.54,27.88,1.0321598875,Winter,2017-02-18 15:00:00,270,0
2017,2,18,16,2.5,347.14,27.23,9.5703125,Winter,2017-02-18 16:00:00,330,0
2017,2,18,17,1.59,330.81,25.94,2.4620533875000006,Winter,2017-02-18 17:00:00,330,0
2017,2,18,18,2.94,248.12,25.02,15.5649627,Winter,2017-02-18 18:00:00,240,0
2017,2,18,19,2.25,234.77,26.32,6.976757812500001,Winter,2017-02-18 19:00:00,210,0
2017,2,18,20,4.83,212.79,24.45,69.0156345375,Winter,2017-02-18 20:00:00,210,180
2017,2,18,21,4.48,223.45,24.12,55.07317760000002,Winter,2017-02-18 21:00:00,210,80
2017,2,18,22,5.2,242.41,23.62,86.12240000000001,Winter,2017-02-18 22:00:00,240,180
2017,2,18,23,5.14,262.88,23.34,83.17550569999999,Winter,2017-02-18 23:00:00,240,180
2017,2,19,0,5.82,278.01,22.6,120.74663790000004,Winter,2017-02-19 00:00:00,270,350
2017,2,19,1,2.31,300.52,21.86,7.5499144875000015,Winter,2017-02-19 01:00:00,300,0
2017,2,19,2,3.31,325.91,21.57,22.212123237500002,Winter,2017-02-19 02:00:00,300,0
2017,2,19,3,2.9,291.97,22.54,14.9382625,Winter,2017-02-19 03:00:00,270,0
2017,2,19,4,3.1,275.82,24.26,18.246987500000003,Winter,2017-02-19 04:00:00,270,0
2017,2,19,5,2.54,300.77,24.75,10.037076700000002,Winter,2017-02-19 05:00:00,300,0
2017,2,19,6,1.15,309.3,26.16,0.9315359375,Winter,2017-02-19 06:00:00,300,0
2017,2,19,7,2.13,303.22,26.95,5.9189531625,Winter,2017-02-19 07:00:00,300,0
2017,2,19,8,1.58,263.49,27.59,2.4158911000000005,Winter,2017-02-19 08:00:00,240,0
2017,2,19,9,2.84,246.54,27.62,14.030111199999999,Winter,2017-02-19 09:00:00,240,0
2017,2,19,10,2.6,265.25,27.79,10.765300000000002,Winter,2017-02-19 10:00:00,240,0
2017,2,19,11,2.4,281.54,27.18,8.4672,Winter,2017-02-19 11:00:00,270,0
2017,2,19,12,0.99,288.87,26.75,0.5943081375000001,Winter,2017-02-19 12:00:00,270,0
2017,2,19,13,0.74,259.54,26.7,0.2481997,Winter,2017-02-19 13:00:00,240,0
2017,2,19,14,2.69,195.43,26.79,11.9223792625,Winter,2017-02-19 14:00:00,180,0
2017,2,19,15,4.69,190.74,26.94,63.18654676250002,Winter,2017-02-19 15:00:00,180,180
2017,2,19,16,8.39,182.06,24.73,361.73620288750016,Winter,2017-02-19 16:00:00,180,950
2017,2,19,17,6.63,186.44,23.45,178.5034762875,Winter,2017-02-19 17:00:00,180,600
2017,2,19,18,6.1000000000000005,206.55,22.4,139.02586250000004,Winter,2017-02-19 18:00:00,180,350
2017,2,19,19,7.19,202.35,22.24,227.66316238750005,Winter,2017-02-19 19:00:00,180,600
2017,2,19,20,7.22,220.49,21.54,230.5248169,Winter,2017-02-19 20:00:00,210,600
2017,2,19,21,7.97,235.51,21.37,310.0852134625,Winter,2017-02-19 21:00:00,210,950
2017,2,19,22,7.0600000000000005,232.4,21.26,215.53618730000005,Winter,2017-02-19 22:00:00,210,600
2017,2,19,23,7.12,226.33,21.04,221.07827840000004,Winter,2017-02-19 23:00:00,210,600
2017,2,20,0,7.7,235.64,20.94,279.6264625,Winter,2017-02-20 00:00:00,210,950
2017,2,20,1,6.48,231.14,21.94,166.65989760000002,Winter,2017-02-20 01:00:00,210,350
2017,2,20,2,5.41,225.35,21.17,96.98350786250002,Winter,2017-02-20 02:00:00,210,180
2017,2,20,3,3.49,223.46,21.58,26.03648626250001,Winter,2017-02-20 03:00:00,210,0
2017,2,20,4,2.21,213.72,22.18,6.611239862500001,Winter,2017-02-20 04:00:00,210,0
2017,2,20,5,1.83,198.36,23.5,3.7536982875000007,Winter,2017-02-20 05:00:00,180,0
2017,2,20,6,2.13,219.71,24.37,5.9189531625,Winter,2017-02-20 06:00:00,210,0
2017,2,20,7,1.1,271.88,25.34,0.8152375000000003,Winter,2017-02-20 07:00:00,270,0
2017,2,20,8,3.87,193.9,26.1,35.500869337500006,Winter,2017-02-20 08:00:00,180,80
2017,2,20,9,1.42,177.9,26.45,1.7537638999999998,Winter,2017-02-20 09:00:00,150,0
2017,2,20,10,2.31,182.76,25.69,7.5499144875000015,Winter,2017-02-20 10:00:00,180,0
2017,2,20,11,1.64,141.11,25.72,2.7017031999999994,Winter,2017-02-20 11:00:00,120,0
2017,2,20,12,3.15,189.67,25.77,19.1442234375,Winter,2017-02-20 12:00:00,180,0
2017,2,20,13,3.64,177.35,25.31,29.539983200000005,Winter,2017-02-20 13:00:00,150,80
2017,2,20,14,5.17,170.42000000000002,24.57,84.6404029625,Winter,2017-02-20 14:00:00,150,180
2017,2,20,15,6.48,187.75,23.47,166.65989760000002,Winter,2017-02-20 15:00:00,180,350
2017,2,20,16,6.99,190.78,21.9,209.18841063750003,Winter,2017-02-20 16:00:00,180,600
2017,2,20,17,5.72,182.58,21.75,114.62891439999999,Winter,2017-02-20 17:00:00,180,350
2017,2,20,18,7.69,186.65,22.22,278.53842301250006,Winter,2017-02-20 18:00:00,180,950
2017,2,20,19,6.59,191.04,22.2,175.2920971375,Winter,2017-02-20 19:00:00,180,600
2017,2,20,20,5.95,193.03,22.55,129.01998593750002,Winter,2017-02-20 20:00:00,180,350
2017,2,20,21,7.17,191.71,22.4,225.76861046250002,Winter,2017-02-20 21:00:00,180,600
2017,2,20,22,7.08,196.17,22.16,217.37313360000005,Winter,2017-02-20 22:00:00,180,600
2017,2,20,23,4.28,184.48,21.94,48.021685600000005,Winter,2017-02-20 23:00:00,180,80
2017,2,21,0,8.3,196.9,22.41,350.2195375000001,Winter,2017-02-21 00:00:00,180,950
2017,2,21,1,7.41,195.34,23.05,249.20727536250004,Winter,2017-02-21 01:00:00,180,600
2017,2,21,2,5.6000000000000005,193.11,22.89,107.56480000000003,Winter,2017-02-21 02:00:00,180,350
2017,2,21,3,5.11,190.72,23.66,81.72760898750002,Winter,2017-02-21 03:00:00,180,180
2017,2,21,4,5.25,186.02,24.5,88.6306640625,Winter,2017-02-21 04:00:00,180,180
2017,2,21,5,5.3100000000000005,176.49,26.1,91.70429073750003,Winter,2017-02-21 05:00:00,150,180
2017,2,21,6,5.78,179.34,26.81,118.27408810000003,Winter,2017-02-21 06:00:00,150,350
2017,2,21,7,6.5,178.76,28.35,168.20781250000002,Winter,2017-02-21 07:00:00,150,350
2017,2,21,8,6.32,192.39,28.94,154.61703040000003,Winter,2017-02-21 08:00:00,180,350
2017,2,21,9,5.09,195.77,29.31,80.77174026249999,Winter,2017-02-21 09:00:00,180,180
2017,2,21,10,6.97,197.06,30.03,207.3979347125,Winter,2017-02-21 10:00:00,180,600
2017,2,21,11,4.74,172.5,28.86,65.22905970000002,Winter,2017-02-21 11:00:00,150,180
2017,2,21,12,5.23,173.13,28.53,87.62159603750003,Winter,2017-02-21 12:00:00,150,180
2017,2,21,13,6.63,172.04,27.12,178.5034762875,Winter,2017-02-21 13:00:00,150,600
2017,2,21,14,8.71,171.03,25.7,404.72549048750017,Winter,2017-02-21 14:00:00,150,1400
2017,2,21,15,10.03,183.95,24.12,618.0290540374999,Winter,2017-02-21 15:00:00,180,1750
2017,2,21,16,8.3,186.27,23.3,350.2195375000001,Winter,2017-02-21 16:00:00,180,950
2017,2,21,17,10.63,181.49,23.0,735.7086912875003,Winter,2017-02-21 17:00:00,180,1950
2017,2,21,18,10.21,188.25,22.12,651.9035098625002,Winter,2017-02-21 18:00:00,180,1750
2017,2,21,19,9.41,186.13,22.24,510.35804286250004,Winter,2017-02-21 19:00:00,180,1400
2017,2,21,20,7.63,177.4,22.67,272.0694050375,Winter,2017-02-21 20:00:00,150,950
2017,2,21,21,8.52,177.29,22.17,378.8130024,Winter,2017-02-21 21:00:00,150,1400
2017,2,21,22,8.27,170.44,22.11,346.43568583749993,Winter,2017-02-21 22:00:00,150,950
2017,2,21,23,8.47,165.09,22.15,372.18282158750014,Winter,2017-02-21 23:00:00,150,950
2017,2,22,0,7.22,179.38,22.02,230.5248169,Winter,2017-02-22 00:00:00,150,600
2017,2,22,1,8.120000000000001,174.52,21.8,327.9247384000002,Winter,2017-02-22 01:00:00,150,950
2017,2,22,2,8.53,181.31,22.21,380.1484171625,Winter,2017-02-22 02:00:00,180,1400
2017,2,22,3,5.8,185.55,23.45,119.5061,Winter,2017-02-22 03:00:00,180,350
2017,2,22,4,5.69,200.51,24.14,112.83475551250002,Winter,2017-02-22 04:00:00,180,350
2017,2,22,5,5.53,191.88,24.69,103.58133091250001,Winter,2017-02-22 05:00:00,180,350
2017,2,22,6,4.75,193.28,26.21,65.64277343750001,Winter,2017-02-22 06:00:00,180,180
2017,2,22,7,4.72,198.69,27.62,64.4068544,Winter,2017-02-22 07:00:00,180,180
2017,2,22,8,4.8100000000000005,191.18,27.96,68.16184261250002,Winter,2017-02-22 08:00:00,180,180
2017,2,22,9,4.01,188.99,28.3,39.494735612499994,Winter,2017-02-22 09:00:00,180,80
2017,2,22,10,3.92,188.11,28.3,36.894726399999996,Winter,2017-02-22 10:00:00,180,80
2017,2,22,11,4.47,182.71,28.73,54.705206587499994,Winter,2017-02-22 11:00:00,180,80
2017,2,22,12,2.8000000000000003,160.21,27.7,13.445600000000004,Winter,2017-02-22 12:00:00,150,0
2017,2,22,13,6.57,200.39,26.65,173.70095321250005,Winter,2017-02-22 13:00:00,180,600
2017,2,22,14,3.86,223.26,25.92,35.2263793,Winter,2017-02-22 14:00:00,210,80
2017,2,22,15,8.44,188.7,24.62,368.2420952,Winter,2017-02-22 15:00:00,180,950
2017,2,22,16,9.27,196.74,22.99,487.91626458749994,Winter,2017-02-22 16:00:00,180,1400
2017,2,22,17,5.82,188.66,22.9,120.74663790000004,Winter,2017-02-22 17:00:00,180,350
2017,2,22,18,7.1000000000000005,193.59,22.42,219.22048750000005,Winter,2017-02-22 18:00:00,180,600
2017,2,22,19,5.09,196.39,22.32,80.77174026249999,Winter,2017-02-22 19:00:00,180,180
2017,2,22,20,4.84,208.03,22.42,69.4451912,Winter,2017-02-22 20:00:00,180,180
2017,2,22,21,5.43,186.76,21.59,98.06309178749999,Winter,2017-02-22 21:00:00,180,180
2017,2,22,22,4.44,191.18,21.76,53.611135200000014,Winter,2017-02-22 22:00:00,180,80
2017,2,22,23,4.15,181.84,22.02,43.777442187500014,Winter,2017-02-22 23:00:00,180,80
2017,2,23,0,5.2,188.41,21.76,86.12240000000001,Winter,2017-02-23 00:00:00,180,180
2017,2,23,1,4.49,193.01,21.52,55.442795012500014,Winter,2017-02-23 01:00:00,180,80
2017,2,23,2,2.24,182.43,22.33,6.884147200000003,Winter,2017-02-23 02:00:00,180,0
2017,2,23,3,1.86,163.51,23.31,3.9413493000000006,Winter,2017-02-23 03:00:00,150,0
2017,2,23,4,0.79,197.81,23.98,0.30198638750000006,Winter,2017-02-23 04:00:00,180,0
2017,2,23,5,0.29,278.28000000000003,24.74,0.014938262499999997,Winter,2017-02-23 05:00:00,270,0
2017,2,23,6,0.44,228.78,25.92,0.0521752,Winter,2017-02-23 06:00:00,210,0
2017,2,23,7,1.3,297.84000000000003,27.06,1.3456625000000002,Winter,2017-02-23 07:00:00,270,0
2017,2,23,8,1.8,232.13,27.79,3.5721000000000007,Winter,2017-02-23 08:00:00,210,0
2017,2,23,9,1.32,163.6,28.0,1.4087304000000003,Winter,2017-02-23 09:00:00,150,0
2017,2,23,10,1.37,196.49,28.14,1.5749537125000006,Winter,2017-02-23 10:00:00,180,0
2017,2,23,11,3.03,258.3,27.75,17.038602787499997,Winter,2017-02-23 11:00:00,240,0
2017,2,23,12,2.31,234.77,27.19,7.5499144875000015,Winter,2017-02-23 12:00:00,210,0
2017,2,23,13,3.88,174.44,27.03,35.7767816,Winter,2017-02-23 13:00:00,150,80
2017,2,23,14,5.72,190.18,25.68,114.62891439999999,Winter,2017-02-23 14:00:00,180,350
2017,2,23,15,4.66,181.66,23.94,61.981751300000006,Winter,2017-02-23 15:00:00,180,180
2017,2,23,16,5.67,172.72,23.43,111.6491110875,Winter,2017-02-23 16:00:00,150,350
2017,2,23,17,6.66,203.52,22.96,180.9375813,Winter,2017-02-23 17:00:00,180,600
2017,2,23,18,7.2,229.24,23.44,228.61440000000005,Winter,2017-02-23 18:00:00,210,600
2017,2,23,19,6.47,244.46,22.71,165.8895140875,Winter,2017-02-23 19:00:00,240,350
2017,2,23,20,4.04,272.63,20.56,40.38779920000001,Winter,2017-02-23 20:00:00,270,80
2017,2,23,21,3.49,322.2,20.93,26.03648626250001,Winter,2017-02-23 21:00:00,300,0
2017,2,23,22,5.11,331.51,22.59,81.72760898750002,Winter,2017-02-23 22:00:00,330,180
2017,2,23,23,3.0700000000000003,346.22,22.72,17.722346337500007,Winter,2017-02-23 23:00:00,330,0
2017,2,24,0,2.46,337.02,21.66,9.1182483,Winter,2017-02-24 00:00:00,330,0
2017,2,24,1,3.94,336.65000000000003,22.54,37.462327699999996,Winter,2017-02-24 01:00:00,330,80
2017,2,24,2,4.13,313.52,22.83,43.147560662500005,Winter,2017-02-24 02:00:00,300,80
2017,2,24,3,1.83,327.01,23.02,3.7536982875000007,Winter,2017-02-24 03:00:00,300,0
2017,2,24,4,1.18,355.27,23.79,1.0063571,Winter,2017-02-24 04:00:00,330,0
2017,2,24,5,1.59,320.22,24.66,2.4620533875000006,Winter,2017-02-24 05:00:00,300,0
2017,2,24,6,2.78,306.44,25.71,13.159533099999999,Winter,2017-02-24 06:00:00,300,0
2017,2,24,7,3.09,289.32,26.73,18.0709727625,Winter,2017-02-24 07:00:00,270,0
2017,2,24,8,2.27,289.68,27.15,7.164463337500001,Winter,2017-02-24 08:00:00,270,0
2017,2,24,9,2.74,258.47,28.23,12.599629700000005,Winter,2017-02-24 09:00:00,240,0
2017,2,24,10,2.93,250.49,28.3,15.406676162500002,Winter,2017-02-24 10:00:00,240,0
