year,month,day,hour,windspeed_100m,winddir_100m,temp_100m,wpd,season,datetime,winddir_bin,power_kw
2017,1,1,0,0.88,28.98,18.52,0.4174016,Winter,2017-01-01 00:00:00,0,0
2017,1,1,1,1.48,335.1,19.27,1.9855976,Winter,2017-01-01 01:00:00,330,0
2017,1,1,2,2.59,331.17,20.76,10.6415621375,Winter,2017-01-01 02:00:00,330,0
2017,1,1,3,1.64,345.77,18.65,2.7017031999999994,Winter,2017-01-01 03:00:00,330,0
2017,1,1,4,1.33,27.32,18.96,1.4409901625000003,Winter,2017-01-01 04:00:00,0,0
2017,1,1,5,1.15,14.63,20.53,0.9315359375,Winter,2017-01-01 05:00:00,0,0
2017,1,1,6,2.11,12.8,22.03,5.7537827375,Winter,2017-01-01 06:00:00,0,0
2017,1,1,7,1.55,12.28,23.07,2.2808734375000004,Winter,2017-01-01 07:00:00,0,0
2017,1,1,8,1.04,23.01,24.13,0.6889792000000001,Winter,2017-01-01 08:00:00,0,0
2017,1,1,9,0.81,7.19,24.39,0.32550761250000004,Winter,2017-01-01 09:00:00,0,0
2017,1,1,10,0.93,349.23,23.86,0.4926686625000001,Winter,2017-01-01 10:00:00,330,0
2017,1,1,11,2.17,293.87,22.54,6.258716712499999,Winter,2017-01-01 11:00:00,270,0
2017,1,1,12,2.16,273.83,21.19,6.1725888000000015,Winter,2017-01-01 12:00:00,270,0
2017,1,1,13,1.95,308.25,21.91,4.5416109375,Winter,2017-01-01 13:00:00,300,0
2017,1,1,14,2.52,312.41,21.91,9.801842400000002,Winter,2017-01-01 14:00:00,300,0
2017,1,1,15,2.24,318.88,22.48,6.884147200000003,Winter,2017-01-01 15:00:00,300,0
2017,1,1,16,3.42,326.3,22.53,24.5010339,Winter,2017-01-01 16:00:00,300,0
2017,1,1,17,3.86,353.72,22.4,35.2263793,Winter,2017-01-01 17:00:00,330,80
2017,1,1,18,4.1,359.09000000000003,21.92,42.21411249999999,Winter,2017-01-01 18:00:00,330,80
2017,1,1,19,4.58,355.38,21.3,58.8440461,Winter,2017-01-01 19:00:00,330,180
2017,1,1,20,4.26,344.08,20.22,47.3516253,Winter,2017-01-01 20:00:00,330,80
2017,1,1,21,4.4,331.24,19.26,52.17520000000002,Winter,2017-01-01 21:00:00,330,80
2017,1,1,22,4.11,329.05,19.15,42.52375023750001,Winter,2017-01-01 22:00:00,300,80
2017,1,1,23,3.66,346.09000000000003,19.24,30.029586300000005,Winter,2017-01-01 23:00:00,330,80
2017,1,2,0,3.69,7.5,18.5,30.774088012500002,Winter,2017-01-02 00:00:00,0,80
2017,1,2,1,3.97,4.39,18.88,38.324598462500006,Winter,2017-01-02 01:00:00,0,80
2017,1,2,2,3.08,338.61,18.34,17.896093600000004,Winter,2017-01-02 02:00:00,330,0
2017,1,2,3,1.98,313.34000000000003,17.990000000000002,4.754465100000001,Winter,2017-01-02 03:00:00,300,0
2017,1,2,4,1.54,318.59000000000003,20.36,2.2370117000000005,Winter,2017-01-02 04:00:00,300,0
2017,1,2,5,2.34,315.6,22.45,7.847903699999999,Winter,2017-01-02 05:00:00,300,0
2017,1,2,6,1.26,25.38,23.85,1.2252303000000002,Winter,2017-01-02 06:00:00,0,0
2017,1,2,7,1.17,65.98,24.3,0.9809879624999999,Winter,2017-01-02 07:00:00,60,0
2017,1,2,8,0.95,189.27,24.88,0.5251421875,Winter,2017-01-02 08:00:00,180,0
2017,1,2,9,1.8,241.05,25.2,3.5721000000000007,Winter,2017-01-02 09:00:00,240,0
2017,1,2,10,2.4,255.86,24.66,8.4672,Winter,2017-01-02 10:00:00,240,0
2017,1,2,11,1.48,325.95,23.53,1.9855976,Winter,2017-01-02 11:00:00,300,0
2017,1,2,12,2.17,312.88,22.59,6.258716712499999,Winter,2017-01-02 12:00:00,300,0
2017,1,2,13,2.9,325.67,22.81,14.9382625,Winter,2017-01-02 13:00:00,300,0
2017,1,2,14,1.18,332.43,22.28,1.0063571,Winter,2017-01-02 14:00:00,330,0
2017,1,2,15,1.7,324.44,22.43,3.0092125,Winter,2017-01-02 15:00:00,300,0
2017,1,2,16,3.5700000000000003,293.59000000000003,22.88,27.868316962500007,Winter,2017-01-02 16:00:00,270,80
2017,1,2,17,2.74,305.46,20.99,12.599629700000005,Winter,2017-01-02 17:00:00,300,0
2017,1,2,18,3.3000000000000003,336.51,19.69,22.01141250000001,Winter,2017-01-02 18:00:00,330,0
2017,1,2,19,3.53,338.59000000000003,20.49,26.9420234125,Winter,2017-01-02 19:00:00,330,80
2017,1,2,20,1.67,264.99,19.13,2.8526960874999996,Winter,2017-01-02 20:00:00,240,0
2017,1,2,21,1.23,304.08,19.48,1.1397810375,Winter,2017-01-02 21:00:00,300,0
2017,1,2,22,1.68,13.49,20.02,2.9042495999999995,Winter,2017-01-02 22:00:00,0,0
2017,1,2,23,2.63,351.39,18.25,11.142261287499998,Winter,2017-01-02 23:00:00,330,0
2017,1,3,0,3.46,345.77,18.9,25.3708133,Winter,2017-01-03 00:00:00,330,0
2017,1,3,1,1.49,349.31,20.56,2.0261187625,Winter,2017-01-03 01:00:00,330,0
2017,1,3,2,0.93,30.99,20.89,0.4926686625000001,Winter,2017-01-03 02:00:00,30,0
2017,1,3,3,3.68,300.99,18.93,30.524569600000003,Winter,2017-01-03 03:00:00,300,80
2017,1,3,4,3.12,313.22,20.58,18.602438400000004,Winter,2017-01-03 04:00:00,300,0
2017,1,3,5,2.47,316.14,21.87,9.229899087500002,Winter,2017-01-03 05:00:00,300,0
2017,1,3,6,2.08,317.58,23.03,5.511833600000001,Winter,2017-01-03 06:00:00,300,0
2017,1,3,7,1.4,319.34000000000003,24.07,1.6806999999999996,Winter,2017-01-03 07:00:00,300,0
2017,1,3,8,2.19,301.45,24.96,6.4333686375,Winter,2017-01-03 08:00:00,300,0
2017,1,3,9,2.96,309.16,24.45,15.8847808,Winter,2017-01-03 09:00:00,300,0
2017,1,3,10,2.73,311.32,24.35,12.4621804125,Winter,2017-01-03 10:00:00,300,0
2017,1,3,11,3.95,329.56,22.89,37.748298437500004,Winter,2017-01-03 11:00:00,300,80
2017,1,3,12,3.08,328.97,21.96,17.896093600000004,Winter,2017-01-03 12:00:00,300,0
2017,1,3,13,3.9,311.43,22.94,36.3328875,Winter,2017-01-03 13:00:00,300,80
2017,1,3,14,3.3000000000000003,308.83,23.14,22.01141250000001,Winter,2017-01-03 14:00:00,300,0
2017,1,3,15,4.39,318.97,22.74,51.820267887499995,Winter,2017-01-03 15:00:00,300,80
2017,1,3,16,3.3200000000000003,340.77,22.76,22.414050400000008,Winter,2017-01-03 16:00:00,330,0
2017,1,3,17,4.65,322.98,21.87,61.58358281250002,Winter,2017-01-03 17:00:00,300,180
2017,1,3,18,4.17,315.19,21.5,44.413424212500004,Winter,2017-01-03 18:00:00,300,80
2017,1,3,19,5.13,312.77,19.95,82.6909894125,Winter,2017-01-03 19:00:00,300,180
2017,1,3,20,3.8,350.99,17.66,33.6091,Winter,2017-01-03 20:00:00,330,80
2017,1,3,21,2.41,9.95,17.900000000000002,8.573481612500002,Winter,2017-01-03 21:00:00,0,0
2017,1,3,22,3.95,10.8,18.93,37.748298437500004,Winter,2017-01-03 22:00:00,0,80
2017,1,3,23,4.36,3.72,19.62,50.765136800000015,Winter,2017-01-03 23:00:00,0,80
2017,1,4,0,3.93,354.46,17.62,37.17780491250001,Winter,2017-01-04 00:00:00,330,80
2017,1,4,1,3.34,359.54,20.26,22.821568699999997,Winter,2017-01-04 01:00:00,330,0
2017,1,4,2,4.92,292.90000000000003,15.88,72.9459864,Winter,2017-01-04 02:00:00,270,180
2017,1,4,3,3.4,288.24,17.21,24.0737,Winter,2017-01-04 03:00:00,270,0
2017,1,4,4,3.43,276.69,19.35,24.716584287500005,Winter,2017-01-04 04:00:00,270,0
2017,1,4,5,2.74,282.71,21.69,12.599629700000005,Winter,2017-01-04 05:00:00,270,0
2017,1,4,6,1.38,302.0,23.09,1.6096940999999998,Winter,2017-01-04 06:00:00,300,0
2017,1,4,7,1.88,300.37,23.57,4.069861599999999,Winter,2017-01-04 07:00:00,300,0
2017,1,4,8,2.34,315.15000000000003,24.21,7.847903699999999,Winter,2017-01-04 08:00:00,300,0
2017,1,4,9,3.81,302.99,24.41,33.87513386250001,Winter,2017-01-04 09:00:00,300,80
2017,1,4,10,3.62,307.74,23.72,29.055730900000007,Winter,2017-01-04 10:00:00,300,80
2017,1,4,11,2.77,293.22,22.8,13.0180339625,Winter,2017-01-04 11:00:00,270,0
2017,1,4,12,2.93,295.44,22.55,15.406676162500002,Winter,2017-01-04 12:00:00,270,0
2017,1,4,13,4.71,301.32,23.36,63.99835548750001,Winter,2017-01-04 13:00:00,300,180
2017,1,4,14,5.8100000000000005,315.3,22.79,120.12530136250004,Winter,2017-01-04 14:00:00,300,350
2017,1,4,15,4.59,329.04,22.42,59.2303296375,Winter,2017-01-04 15:00:00,300,180
2017,1,4,16,5.13,336.1,21.6,82.6909894125,Winter,2017-01-04 16:00:00,330,180
2017,1,4,17,4.51,340.44,20.09,56.18698373749999,Winter,2017-01-04 17:00:00,330,180
2017,1,4,18,8.36,355.59000000000003,20.59,357.8696968,Winter,2017-01-04 18:00:00,330,950
2017,1,4,19,8.28,356.91,20.47,347.69392559999994,Winter,2017-01-04 19:00:00,330,950
2017,1,4,20,6.22,6.32,19.75,147.3931319,Winter,2017-01-04 20:00:00,0,350
2017,1,4,21,5.46,19.85,19.4,99.6974433,Winter,2017-01-04 21:00:00,0,180
2017,1,4,22,5.12,13.35,19.23,82.20835840000002,Winter,2017-01-04 22:00:00,0,180
2017,1,4,23,5.2700000000000005,352.0,19.02,89.64744958750003,Winter,2017-01-04 23:00:00,330,180
2017,1,5,0,6.32,352.31,17.150000000000002,154.61703040000003,Winter,2017-01-05 00:00:00,330,350
2017,1,5,1,3.0500000000000003,2.25,16.55,17.378232812500006,Winter,2017-01-05 01:00:00,0,0
2017,1,5,2,3.23,344.6,17.68,20.640188537500002,Winter,2017-01-05 02:00:00,330,0
2017,1,5,3,2.71,342.13,16.45,12.190287987500001,Winter,2017-01-05 03:00:00,330,0
2017,1,5,4,1.78,338.7,16.78,3.4543481000000007,Winter,2017-01-05 04:00:00,330,0
2017,1,5,5,2.19,297.07,17.64,6.4333686375,Winter,2017-01-05 05:00:00,270,0
2017,1,5,6,2.05,300.44,19.01,5.276764062499999,Winter,2017-01-05 06:00:00,300,0
2017,1,5,7,3.19,319.22,20.68,19.8828273875,Winter,2017-01-05 07:00:00,300,0
2017,1,5,8,3.09,311.71,22.12,18.0709727625,Winter,2017-01-05 08:00:00,300,0
2017,1,5,9,3.74,298.74,22.38,32.04209470000001,Winter,2017-01-05 09:00:00,270,80
2017,1,5,10,3.23,294.55,22.18,20.640188537500002,Winter,2017-01-05 10:00:00,270,0
2017,1,5,11,2.99,296.86,21.94,16.372675637500002,Winter,2017-01-05 11:00:00,270,0
2017,1,5,12,3.16,315.83,20.47,19.327128800000004,Winter,2017-01-05 12:00:00,300,0
2017,1,5,13,4.48,313.82,21.34,55.07317760000002,Winter,2017-01-05 13:00:00,300,80
2017,1,5,14,6.18,309.42,21.34,144.5677821,Winter,2017-01-05 14:00:00,300,350
2017,1,5,15,6.17,320.86,21.04,143.8671317125,Winter,2017-01-05 15:00:00,300,350
2017,1,5,16,5.3100000000000005,308.13,18.37,91.70429073750003,Winter,2017-01-05 16:00:00,300,180
2017,1,5,17,4.99,305.18,20.41,76.10404313750001,Winter,2017-01-05 17:00:00,300,180
2017,1,5,18,5.62,297.38,19.17,108.72140090000002,Winter,2017-01-05 18:00:00,270,350
2017,1,5,19,5.5200000000000005,315.92,17.76,103.02042240000004,Winter,2017-01-05 19:00:00,300,350
2017,1,5,20,5.09,357.61,19.19,80.77174026249999,Winter,2017-01-05 20:00:00,330,180
2017,1,5,21,5.44,3.08,18.64,98.60587520000003,Winter,2017-01-05 21:00:00,0,180
2017,1,5,22,5.5200000000000005,0.01,17.96,103.02042240000004,Winter,2017-01-05 22:00:00,0,350
2017,1,5,23,5.42,359.25,17.51,97.52230390000001,Winter,2017-01-05 23:00:00,330,180
2017,1,6,0,3.73,345.94,14.92,31.785759162500003,Winter,2017-01-06 00:00:00,330,80
2017,1,6,1,4.6000000000000005,350.13,16.86,59.61830000000002,Winter,2017-01-06 01:00:00,330,180
2017,1,6,2,3.89,337.97,17.740000000000002,36.05411976250001,Winter,2017-01-06 02:00:00,330,80
2017,1,6,3,2.37,339.31,16.25,8.153632462500003,Winter,2017-01-06 03:00:00,330,0
2017,1,6,4,2.35,335.53000000000003,16.9,7.948948437500001,Winter,2017-01-06 04:00:00,330,0
2017,1,6,5,1.74,309.87,18.63,3.2266647,Winter,2017-01-06 05:00:00,300,0
2017,1,6,6,3.09,315.46,20.13,18.0709727625,Winter,2017-01-06 06:00:00,300,0
2017,1,6,7,4.1,311.94,21.73,42.21411249999999,Winter,2017-01-06 07:00:00,300,80
2017,1,6,8,3.13,307.13,22.02,18.7818819125,Winter,2017-01-06 08:00:00,300,0
2017,1,6,9,3.4,307.95,21.61,24.0737,Winter,2017-01-06 09:00:00,300,0
2017,1,6,10,4.08,298.76,21.36,41.59935360000001,Winter,2017-01-06 10:00:00,270,80
2017,1,6,11,3.66,295.94,20.21,30.029586300000005,Winter,2017-01-06 11:00:00,270,80
2017,1,6,12,2.41,296.63,19.27,8.573481612500002,Winter,2017-01-06 12:00:00,270,0
2017,1,6,13,3.28,317.87,19.76,21.613625599999995,Winter,2017-01-06 13:00:00,300,0
2017,1,6,14,4.51,320.15000000000003,20.7,56.18698373749999,Winter,2017-01-06 14:00:00,300,180
2017,1,6,15,5.98,334.26,21.93,130.98140510000002,Winter,2017-01-06 15:00:00,330,350
2017,1,6,16,5.54,344.56,21.26,104.1442717,Winter,2017-01-06 16:00:00,330,350
2017,1,6,17,5.96,337.59000000000003,20.03,129.6716008,Winter,2017-01-06 17:00:00,330,350
2017,1,6,18,5.26,335.18,17.42,89.13809029999999,Winter,2017-01-06 18:00:00,330,180
2017,1,6,19,5.16,349.27,16.88,84.15020880000002,Winter,2017-01-06 19:00:00,330,180
2017,1,6,20,6.3100000000000005,349.90000000000003,17.580000000000002,153.88424948750003,Winter,2017-01-06 20:00:00,330,350
2017,1,6,21,5.14,2.12,17.47,83.17550569999999,Winter,2017-01-06 21:00:00,0,180
2017,1,6,22,5.73,11.23,17.8,115.23116666250003,Winter,2017-01-06 22:00:00,0,350
2017,1,6,23,6.61,7.99,18.5,176.89292836250004,Winter,2017-01-06 23:00:00,0,600
2017,1,7,0,4.4,3.14,15.67,52.17520000000002,Winter,2017-01-07 00:00:00,0,80
2017,1,7,1,3.34,1.39,17.07,22.821568699999997,Winter,2017-01-07 01:00:00,0,0
2017,1,7,2,3.94,353.5,16.6,37.462327699999996,Winter,2017-01-07 02:00:00,330,80
2017,1,7,3,1.42,352.99,14.41,1.7537638999999998,Winter,2017-01-07 03:00:00,330,0
2017,1,7,4,0.75,16.45,15.05,0.2583984375,Winter,2017-01-07 04:00:00,0,0
2017,1,7,5,1.33,315.89,18.01,1.4409901625000003,Winter,2017-01-07 05:00:00,300,0
2017,1,7,6,1.87,295.77,20.3,4.005261837500001,Winter,2017-01-07 06:00:00,270,0
2017,1,7,7,1.07,285.41,21.73,0.7503388375000001,Winter,2017-01-07 07:00:00,270,0
2017,1,7,8,2.4,315.87,22.42,8.4672,Winter,2017-01-07 08:00:00,300,0
2017,1,7,9,2.96,306.25,23.11,15.8847808,Winter,2017-01-07 09:00:00,300,0
2017,1,7,10,3.0,316.17,23.05,16.5375,Winter,2017-01-07 10:00:00,300,0
2017,1,7,11,3.84,307.42,22.16,34.6816512,Winter,2017-01-07 11:00:00,300,80
2017,1,7,12,3.22,307.84000000000003,21.43,20.44907690000001,Winter,2017-01-07 12:00:00,300,0
2017,1,7,13,3.24,293.27,22.08,20.832487200000003,Winter,2017-01-07 13:00:00,270,0
2017,1,7,14,4.55,292.67,21.77,57.6952796875,Winter,2017-01-07 14:00:00,270,180
2017,1,7,15,4.5200000000000005,310.56,20.06,56.56156240000003,Winter,2017-01-07 15:00:00,300,180
2017,1,7,16,4.18,335.86,20.26,44.7337121,Winter,2017-01-07 16:00:00,330,80
2017,1,7,17,3.49,346.2,19.49,26.03648626250001,Winter,2017-01-07 17:00:00,330,0
2017,1,7,18,2.07,7.34,19.08,5.432717587499999,Winter,2017-01-07 18:00:00,0,0
2017,1,7,19,0.96,314.43,18.01,0.5419008,Winter,2017-01-07 19:00:00,300,0
2017,1,7,20,3.21,312.57,18.67,20.259148612500002,Winter,2017-01-07 20:00:00,300,0
2017,1,7,21,5.0200000000000005,348.44,18.01,77.48492990000003,Winter,2017-01-07 21:00:00,330,180
2017,1,7,22,4.19,6.72,18.57,45.05553613750002,Winter,2017-01-07 22:00:00,0,80
2017,1,7,23,3.39,27.77,18.68,23.861909137500007,Winter,2017-01-07 23:00:00,0,0
2017,1,8,0,0.49,351.59000000000003,17.36,0.07206001249999999,Winter,2017-01-08 00:00:00,330,0
2017,1,8,1,2.33,347.1,19.06,7.747718912500001,Winter,2017-01-08 01:00:00,330,0
2017,1,8,2,3.58,346.79,20.13,28.103161100000005,Winter,2017-01-08 02:00:00,330,80
2017,1,8,3,3.5,1.59,17.34,26.2609375,Winter,2017-01-08 03:00:00,0,80
2017,1,8,4,2.56,24.74,17.8,10.276044800000003,Winter,2017-01-08 04:00:00,0,0
2017,1,8,5,2.09,47.73,19.38,5.5917140125,Winter,2017-01-08 05:00:00,30,0
2017,1,8,6,2.4,344.26,22.53,8.4672,Winter,2017-01-08 06:00:00,330,0
2017,1,8,7,3.17,342.41,24.22,19.5111954625,Winter,2017-01-08 07:00:00,330,0
2017,1,8,8,2.85,317.52,25.4,14.178839062500002,Winter,2017-01-08 08:00:00,300,0
2017,1,8,9,3.12,316.07,25.24,18.602438400000004,Winter,2017-01-08 09:00:00,300,0
2017,1,8,10,3.58,311.19,24.47,28.103161100000005,Winter,2017-01-08 10:00:00,300,80
2017,1,8,11,2.99,320.74,23.39,16.372675637500002,Winter,2017-01-08 11:00:00,300,0
2017,1,8,12,1.61,333.27,23.02,2.556134612500001,Winter,2017-01-08 12:00:00,330,0
2017,1,8,13,2.07,341.04,23.3,5.432717587499999,Winter,2017-01-08 13:00:00,330,0
2017,1,8,14,2.79,299.7,22.87,13.302053887500001,Winter,2017-01-08 14:00:00,270,0
2017,1,8,15,3.04,309.96,22.17,17.2078592,Winter,2017-01-08 15:00:00,300,0
2017,1,8,16,2.63,348.73,22.65,11.142261287499998,Winter,2017-01-08 16:00:00,330,0
2017,1,8,17,3.86,19.18,22.6,35.2263793,Winter,2017-01-08 17:00:00,0,80
2017,1,8,18,4.76,12.27,21.42,66.0582328,Winter,2017-01-08 18:00:00,0,180
2017,1,8,19,4.87,16.35,20.83,70.74454808750001,Winter,2017-01-08 19:00:00,0,180
2017,1,8,20,4.69,23.76,20.22,63.18654676250002,Winter,2017-01-08 20:00:00,0,180
2017,1,8,21,4.13,26.65,19.56,43.147560662500005,Winter,2017-01-08 21:00:00,0,80
2017,1,8,22,4.08,46.46,19.07,41.59935360000001,Winter,2017-01-08 22:00:00,30,80
2017,1,8,23,5.07,49.07,19.71,79.82335383750001,Winter,2017-01-08 23:00:00,30,180
2017,1,9,0,3.52,53.16,18.23,26.7137024,Winter,2017-01-09 00:00:00,30,80
2017,1,9,1,2.75,338.01,16.31,12.738085937500001,Winter,2017-01-09 01:00:00,330,0
2017,1,9,2,2.5,23.54,16.82,9.5703125,Winter,2017-01-09 02:00:00,0,0
2017,1,9,3,1.18,323.56,18.43,1.0063571,Winter,2017-01-09 03:00:00,300,0
2017,1,9,4,2.42,324.01,20.5,8.6806489,Winter,2017-01-09 04:00:00,300,0
2017,1,9,5,1.87,11.84,22.58,4.005261837500001,Winter,2017-01-09 05:00:00,0,0
2017,1,9,6,2.05,358.14,24.01,5.276764062499999,Winter,2017-01-09 06:00:00,330,0
2017,1,9,7,2.15,347.25,24.61,6.0872546875,Winter,2017-01-09 07:00:00,330,0
2017,1,9,8,2.04,312.55,24.57,5.199919200000001,Winter,2017-01-09 08:00:00,300,0
2017,1,9,9,2.78,314.64,24.49,13.159533099999999,Winter,2017-01-09 09:00:00,300,0
2017,1,9,10,1.65,326.24,24.2,2.7514265625,Winter,2017-01-09 10:00:00,300,0
2017,1,9,11,1.5,343.59000000000003,23.36,2.0671875,Winter,2017-01-09 11:00:00,330,0
2017,1,9,12,2.26,285.24,22.91,7.070195299999999,Winter,2017-01-09 12:00:00,270,0
2017,1,9,13,1.66,299.06,23.42,2.8017563,Winter,2017-01-09 13:00:00,270,0
2017,1,9,14,2.38,309.3,23.88,8.2572791,Winter,2017-01-09 14:00:00,300,0
2017,1,9,15,1.53,328.55,23.9,2.1937159125,Winter,2017-01-09 15:00:00,300,0
2017,1,9,16,0.95,12.05,23.82,0.5251421875,Winter,2017-01-09 16:00:00,0,0
2017,1,9,17,0.79,22.28,23.55,0.30198638750000006,Winter,2017-01-09 17:00:00,0,0
2017,1,9,18,1.57,342.65000000000003,23.24,2.3703094625000003,Winter,2017-01-09 18:00:00,330,0
2017,1,9,19,2.53,33.75,22.94,9.918994662499998,Winter,2017-01-09 19:00:00,30,0
2017,1,9,20,3.92,23.24,19.21,36.894726399999996,Winter,2017-01-09 20:00:00,0,80
2017,1,9,21,5.03,24.53,19.62,77.94891028750003,Winter,2017-01-09 21:00:00,0,180
2017,1,9,22,5.36,33.38,19.98,94.31927680000003,Winter,2017-01-09 22:00:00,30,180
2017,1,9,23,5.71,54.95,18.2,114.02876423750001,Winter,2017-01-09 23:00:00,30,350
2017,1,10,0,3.68,36.08,17.55,30.524569600000003,Winter,2017-01-10 00:00:00,30,80
2017,1,10,1,1.52,20.19,20.64,2.1509824,Winter,2017-01-10 01:00:00,0,0
2017,1,10,2,3.48,59.85,19.93,25.8133176,Winter,2017-01-10 02:00:00,30,0
2017,1,10,3,1.9,30.7,19.78,4.2011375,Winter,2017-01-10 03:00:00,30,0
2017,1,10,4,1.0,7.74,20.56,0.6125,Winter,2017-01-10 04:00:00,0,0
2017,1,10,5,1.51,340.52,21.51,2.1088074875,Winter,2017-01-10 05:00:00,330,0
2017,1,10,6,1.46,7.53,23.29,1.9061833,Winter,2017-01-10 06:00:00,0,0
2017,1,10,7,2.21,342.21,23.72,6.611239862500001,Winter,2017-01-10 07:00:00,330,0
2017,1,10,8,3.0500000000000003,309.54,23.14,17.378232812500006,Winter,2017-01-10 08:00:00,300,0
2017,1,10,9,3.44,318.98,22.12,24.9333952,Winter,2017-01-10 09:00:00,300,0
2017,1,10,10,2.54,324.19,21.5,10.037076700000002,Winter,2017-01-10 10:00:00,300,0
2017,1,10,11,2.42,304.63,20.35,8.6806489,Winter,2017-01-10 11:00:00,300,0
2017,1,10,12,1.88,303.08,19.58,4.069861599999999,Winter,2017-01-10 12:00:00,300,0
2017,1,10,13,2.82,306.32,19.65,13.7357829,Winter,2017-01-10 13:00:00,300,0
2017,1,10,14,3.96,313.68,19.79,38.03572080000001,Winter,2017-01-10 14:00:00,300,80
2017,1,10,15,3.31,359.23,19.06,22.212123237500002,Winter,2017-01-10 15:00:00,330,0
2017,1,10,16,4.0600000000000005,6.46,19.24,40.990592300000024,Winter,2017-01-10 16:00:00,0,80
2017,1,10,17,5.61,358.62,18.29,108.14206961250002,Winter,2017-01-10 17:00:00,330,350
2017,1,10,18,4.0600000000000005,4.53,18.5,40.990592300000024,Winter,2017-01-10 18:00:00,0,80
2017,1,10,19,3.8,346.95,18.46,33.6091,Winter,2017-01-10 19:00:00,330,80
2017,1,10,20,3.21,340.66,18.65,20.259148612500002,Winter,2017-01-10 20:00:00,330,0
2017,1,10,21,4.66,338.29,18.36,61.981751300000006,Winter,2017-01-10 21:00:00,330,180
2017,1,10,22,4.39,345.69,17.17,51.820267887499995,Winter,2017-01-10 22:00:00,330,80
2017,1,10,23,4.55,0.1,17.02,57.6952796875,Winter,2017-01-10 23:00:00,0,180
2017,1,11,0,2.17,343.34000000000003,16.57,6.258716712499999,Winter,2017-01-11 00:00:00,330,0
2017,1,11,1,0.25,208.6,14.32,0.0095703125,Winter,2017-01-11 01:00:00,180,0
2017,1,11,2,2.08,332.53000000000003,15.1,5.511833600000001,Winter,2017-01-11 02:00:00,330,0
2017,1,11,3,2.71,333.79,16.43,12.190287987500001,Winter,2017-01-11 03:00:00,330,0
2017,1,11,4,2.57,332.24,18.33,10.396938212499998,Winter,2017-01-11 04:00:00,330,0
2017,1,11,5,2.73,329.45,19.83,12.4621804125,Winter,2017-01-11 05:00:00,300,0
2017,1,11,6,2.04,353.19,21.09,5.199919200000001,Winter,2017-01-11 06:00:00,330,0
2017,1,11,7,1.58,328.96,22.18,2.4158911000000005,Winter,2017-01-11 07:00:00,300,0
2017,1,11,8,2.03,316.03000000000003,22.82,5.123824037499999,Winter,2017-01-11 08:00:00,300,0
2017,1,11,9,2.51,305.16,23.02,9.685616237499998,Winter,2017-01-11 09:00:00,300,0
2017,1,11,10,3.11,311.33,22.84,18.4241414875,Winter,2017-01-11 10:00:00,300,0
2017,1,11,11,2.9,317.29,21.95,14.9382625,Winter,2017-01-11 11:00:00,300,0
2017,1,11,12,2.87,326.74,20.64,14.479440587500003,Winter,2017-01-11 12:00:00,300,0
2017,1,11,13,3.45,322.16,21.03,25.151470312500006,Winter,2017-01-11 13:00:00,300,0
2017,1,11,14,3.49,321.46,20.9,26.03648626250001,Winter,2017-01-11 14:00:00,300,0
2017,1,11,15,4.1,331.08,21.45,42.21411249999999,Winter,2017-01-11 15:00:00,330,80
2017,1,11,16,6.43,339.03000000000003,21.44,162.8317205375,Winter,2017-01-11 16:00:00,330,350
2017,1,11,17,6.79,353.09000000000003,19.72,191.7411888875,Winter,2017-01-11 17:00:00,330,600
2017,1,11,18,8.03,351.44,19.73,317.1412465374999,Winter,2017-01-11 18:00:00,330,950
2017,1,11,19,7.16,351.36,19.59,224.82528880000004,Winter,2017-01-11 19:00:00,330,600
2017,1,11,20,6.91,2.79,18.15,202.0878647375,Winter,2017-01-11 20:00:00,0,600
2017,1,11,21,5.12,350.32,16.740000000000002,82.20835840000002,Winter,2017-01-11 21:00:00,330,180
2017,1,11,22,5.45,4.5600000000000005,16.490000000000002,99.15065781250003,Winter,2017-01-11 22:00:00,0,180
2017,1,11,23,5.14,9.94,16.45,83.17550569999999,Winter,2017-01-11 23:00:00,0,180
2017,1,12,0,6.95,18.55,16.240000000000002,205.61770468750004,Winter,2017-01-12 00:00:00,0,600
2017,1,12,1,5.2700000000000005,27.7,17.18,89.64744958750003,Winter,2017-01-12 01:00:00,0,180
2017,1,12,2,3.92,31.59,17.95,36.894726399999996,Winter,2017-01-12 02:00:00,30,80
2017,1,12,3,2.18,18.41,16.87,6.345642100000002,Winter,2017-01-12 03:00:00,0,0
2017,1,12,4,1.77,17.52,18.63,3.3964552125000007,Winter,2017-01-12 04:00:00,0,0
2017,1,12,5,1.81,27.6,20.35,3.631966362500001,Winter,2017-01-12 05:00:00,0,0
2017,1,12,6,2.76,16.6,21.8,12.877552799999998,Winter,2017-01-12 06:00:00,0,0
2017,1,12,7,1.39,17.62,22.84,1.6449416374999999,Winter,2017-01-12 07:00:00,0,0
2017,1,12,8,2.26,178.46,20.27,7.070195299999999,Winter,2017-01-12 08:00:00,150,0
2017,1,12,9,3.73,59.52,22.17,31.785759162500003,Winter,2017-01-12 09:00:00,30,80
2017,1,12,10,5.54,37.92,22.27,104.1442717,Winter,2017-01-12 10:00:00,30,350
2017,1,12,11,4.72,331.81,22.62,64.4068544,Winter,2017-01-12 11:00:00,330,180
2017,1,12,12,5.37,343.05,21.38,94.8481687125,Winter,2017-01-12 12:00:00,330,180
